ML_ID,Species,Tags
630635426,American Wigeon,Ducks photo female
557814721,American Wigeon,Ducks photo female
252120181,American Wigeon,Ducks photo female
514897771,American Wigeon,Ducks photo female
557365871,American Wigeon,Ducks photo female
627300195,American Wigeon,Ducks photo female
210184491,American Wigeon,Ducks photo female
554601111,American Wigeon,Ducks photo female
199148871,American Wigeon,Ducks photo female
323177501,American Wigeon,Ducks photo female
610802678,American Wigeon,Ducks photo female
303237881,American Wigeon,Ducks photo female
466894141,American Wigeon,Ducks photo female
101886101,American Wigeon,Ducks photo female
177030161,Northern Pintail,Ducks photo female
424298341,Northern Pintail,Ducks photo female
627561813,Northern Pintail,Ducks photo female
177030151,Northern Pintail,Ducks photo female
525975151,Northern Pintail,Ducks photo female
204410351,Northern Pintail,Ducks photo female
415506221,Northern Pintail,Ducks photo female
383917511,Northern Pintail,Ducks photo female
620682042,Northern Pintail,Ducks photo female
620507181,Northern Pintail,Ducks photo female
383916111,Northern Pintail,Ducks photo female
554600761,Northern Pintail,Ducks photo female
613916260,Northern Pintail,Ducks photo female
390816211,Northern Pintail,Ducks photo female
612709349,Northern Pintail,Ducks photo female
298507271,Northern Pintail,Ducks photo female
187942451,Northern Pintail,Ducks photo female
383914581,Northern Pintail,Ducks photo female
383915991,Northern Pintail,Ducks photo female
169178021,Northern Pintail,Ducks photo female
410807851,Canvasback,Ducks photo female
609002976,Canvasback,Ducks photo female
634514675,Canvasback,Ducks photo female
322642261,Canvasback,Ducks photo female
614783956,Canvasback,Ducks photo female
510423571,Canvasback,Ducks photo female
374515501,Canvasback,Ducks photo female
283353731,Canvasback,Ducks photo female
296269121,Canvasback,Ducks photo female
392643871,Canvasback,Ducks photo female
347173601,Canvasback,Ducks photo female
402127571,Canvasback,Ducks photo female
151288811,Canvasback,Ducks photo female
393996281,Canvasback,Ducks photo female
374515451,Canvasback,Ducks photo female
186043461,Canvasback,Ducks photo female
537141931,Canvasback,Ducks photo female
305030811,Canvasback,Ducks photo female
633439004,Canvasback,Ducks photo female
322642441,Canvasback,Ducks photo female
340270351,Redhead,Ducks photo female
407583811,Redhead,Ducks photo female
543704851,Redhead,Ducks photo female
44240781,Redhead,Ducks photo female
613929388,Redhead,Ducks photo female
421919021,Redhead,Ducks photo female
468738171,Redhead,Ducks photo female
543704871,Redhead,Ducks photo female
425675781,Redhead,Ducks photo female
553883311,Redhead,Ducks photo female
461290861,Redhead,Ducks photo female
421165941,Redhead,Ducks photo female
299982911,Redhead,Ducks photo female
68052861,Redhead,Ducks photo female
543704841,Redhead,Ducks photo female
210430411,Redhead,Ducks photo female
628267753,Redhead,Ducks photo female
543704831,Redhead,Ducks photo female
529961131,Redhead,Ducks photo female
563127341,Redhead,Ducks photo female
150657471,Ring-Necked Duck,Ducks photo female
289657751,Ring-Necked Duck,Ducks photo female
352902041,Ring-Necked Duck,Ducks photo female
643780857,Ring-Necked Duck,Ducks photo female
633146229,Ring-Necked Duck,Ducks photo female
226741211,Ring-Necked Duck,Ducks photo female
214231171,Ring-Necked Duck,Ducks photo female
502490541,Ring-Necked Duck,Ducks photo female
208538561,Ring-Necked Duck,Ducks photo female
631556696,Ring-Necked Duck,Ducks photo female
615087317,Ring-Necked Duck,Ducks photo female
185599911,Ring-Necked Duck,Ducks photo female
142334191,Ring-Necked Duck,Ducks photo female
52937071,Ring-Necked Duck,Ducks photo female
425144411,Ring-Necked Duck,Ducks photo female
350270731,Ring-Necked Duck,Ducks photo female
286699941,Ring-Necked Duck,Ducks photo female
290260941,Ring-Necked Duck,Ducks photo female
210766271,Ring-Necked Duck,Ducks photo female
279430151,Ring-Necked Duck,Ducks photo female
46775581,Greater Scaup,Ducks photo female
281048041,Greater Scaup,Ducks photo female
514370981,Greater Scaup,Ducks photo female
614387120,Greater Scaup,Ducks photo female
631260606,Greater Scaup,Ducks photo female
209477861,Greater Scaup,Ducks photo female
625029620,Greater Scaup,Ducks photo female
414630551,Greater Scaup,Ducks photo female
396650581,Greater Scaup,Ducks photo female
494323931,Greater Scaup,Ducks photo female
631804789,Greater Scaup,Ducks photo female
616088197,Greater Scaup,Ducks photo female
631260628,Greater Scaup,Ducks photo female
632241635,Greater Scaup,Ducks photo female
631614745,Greater Scaup,Ducks photo female
622388750,Greater Scaup,Ducks photo female
421523131,Greater Scaup,Ducks photo female
190621461,Greater Scaup,Ducks photo female
281048031,Greater Scaup,Ducks photo female
126496691,Greater Scaup,Ducks photo female
385912191,Lesser Scaup,Ducks photo female
615564857,Lesser Scaup,Ducks photo female
328134831,Lesser Scaup,Ducks photo female
415173411,Lesser Scaup,Ducks photo female
243599491,Lesser Scaup,Ducks photo female
615920539,Lesser Scaup,Ducks photo female
191112991,Lesser Scaup,Ducks photo female
504149521,Lesser Scaup,Ducks photo female
51548831,Lesser Scaup,Ducks photo female
40998761,Lesser Scaup,Ducks photo female
614942609,Lesser Scaup,Ducks photo female
419855031,Lesser Scaup,Ducks photo female
288163811,Lesser Scaup,Ducks photo female
385912201,Lesser Scaup,Ducks photo female
384114151,Lesser Scaup,Ducks photo female
627737954,Lesser Scaup,Ducks photo female
545358911,Lesser Scaup,Ducks photo female
228365371,Lesser Scaup,Ducks photo female
419853681,Lesser Scaup,Ducks photo female
631263221,Lesser Scaup,Ducks photo female
614767952,Harlequin Duck,Ducks photo female
631265496,Harlequin Duck,Ducks photo female
40912411,Harlequin Duck,Ducks photo female
606340611,Harlequin Duck,Ducks photo female
49097941,Harlequin Duck,Ducks photo female
191488441,Harlequin Duck,Ducks photo female
308266051,Harlequin Duck,Ducks photo female
614768088,Harlequin Duck,Ducks photo female
237623411,Harlequin Duck,Ducks photo female
626422853,Harlequin Duck,Ducks photo female
626667469,Harlequin Duck,Ducks photo female
418248841,Harlequin Duck,Ducks photo female
613149643,Harlequin Duck,Ducks photo female
629320471,Harlequin Duck,Ducks photo female
626422852,Harlequin Duck,Ducks photo female
309877091,Harlequin Duck,Ducks photo female
612398139,Harlequin Duck,Ducks photo female
216543821,Harlequin Duck,Ducks photo female
472372351,Harlequin Duck,Ducks photo female
624717010,Harlequin Duck,Ducks photo female
631115688,Surf Scoter,Ducks photo female
160685111,Surf Scoter,Ducks photo female
465628411,Surf Scoter,Ducks photo female
551117441,Surf Scoter,Ducks photo female
279754111,Surf Scoter,Ducks photo female
279754141,Surf Scoter,Ducks photo female
186318211,Surf Scoter,Ducks photo female
634845449,Surf Scoter,Ducks photo female
629336433,Surf Scoter,Ducks photo female
81831521,Surf Scoter,Ducks photo female
611646315,Surf Scoter,Ducks photo female
191051761,Surf Scoter,Ducks photo female
625332596,Surf Scoter,Ducks photo female
279754191,Surf Scoter,Ducks photo female
611197736,Surf Scoter,Ducks photo female
633444787,Surf Scoter,Ducks photo female
629348004,Surf Scoter,Ducks photo female
279725731,Surf Scoter,Ducks photo female
279725751,Surf Scoter,Ducks photo female
629712660,Surf Scoter,Ducks photo female
307785241,White-Winged Scoter,Ducks photo female
287371281,White-Winged Scoter,Ducks photo female
85922451,White-Winged Scoter,Ducks photo female
633450527,White-Winged Scoter,Ducks photo female
623361843,White-Winged Scoter,Ducks photo female
123956711,White-Winged Scoter,Ducks photo female
632380535,White-Winged Scoter,Ducks photo female
626669966,White-Winged Scoter,Ducks photo female
288323821,White-Winged Scoter,Ducks photo female
633477318,White-Winged Scoter,Ducks photo female
297149571,White-Winged Scoter,Ducks photo female
502002341,White-Winged Scoter,Ducks photo female
532252831,White-Winged Scoter,Ducks photo female
321331291,White-Winged Scoter,Ducks photo female
299251591,White-Winged Scoter,Ducks photo female
187089781,White-Winged Scoter,Ducks photo female
192867911,White-Winged Scoter,Ducks photo female
461645251,White-Winged Scoter,Ducks photo female
124233431,White-Winged Scoter,Ducks photo female
297149561,White-Winged Scoter,Ducks photo female
280116181,Black Scoter,Ducks photo female
627958016,Black Scoter,Ducks photo female
611181938,Black Scoter,Ducks photo female
522545491,Black Scoter,Ducks photo female
47604361,Black Scoter,Ducks photo female
134231511,Black Scoter,Ducks photo female
616149320,Black Scoter,Ducks photo female
629348096,Black Scoter,Ducks photo female
629348093,Black Scoter,Ducks photo female
631260445,Black Scoter,Ducks photo female
282230861,Black Scoter,Ducks photo female
571766121,Black Scoter,Ducks photo female
617067135,Black Scoter,Ducks photo female
273854361,Black Scoter,Ducks photo female
134444441,Black Scoter,Ducks photo female
610600532,Black Scoter,Ducks photo female
62092291,Black Scoter,Ducks photo female
631418515,Black Scoter,Ducks photo female
276242311,Black Scoter,Ducks photo female
211287901,Black Scoter,Ducks photo female
230127171,Ruddy Duck,Ducks photo female
183979411,Ruddy Duck,Ducks photo female
281801711,Ruddy Duck,Ducks photo female
281802271,Ruddy Duck,Ducks photo female
614242643,Ruddy Duck,Ducks photo female
186671891,Ruddy Duck,Ducks photo female
608353334,Ruddy Duck,Ducks photo female
520235391,Ruddy Duck,Ducks photo female
633069201,Ruddy Duck,Ducks photo female
50589031,Ruddy Duck,Ducks photo female
609689405,Ruddy Duck,Ducks photo female
122310611,Ruddy Duck,Ducks photo female
613032478,Ruddy Duck,Ducks photo female
616311055,Ruddy Duck,Ducks photo female
275338991,Ruddy Duck,Ducks photo female
589907561,Ruddy Duck,Ducks photo female
608353338,Ruddy Duck,Ducks photo female
400005571,Ruddy Duck,Ducks photo female
479587101,Ruddy Duck,Ducks photo female
611010985,Ruddy Duck,Ducks photo female
